Rank,Channel_Name,Subscriber_Count,Video_Views,Video_Count,Genre,Channel_Started,Channel_Age,Avg_Views_Per_Video,Upload_Consistency,Health_Score
220,BeyoncéVEVO,0.038923182441700954,0.011648207704602072,168,Music,2009,17,0.0837250517897576,0.0004893065660366528,3.39
221,Henrique e Juliano,0.049639917695473254,0.011594869724759128,315,Music,2009,17,0.04460218828980502,0.0009508065261207185,2.99
222,Michael Jackson,0.10108024691358025,0.011082095184543582,15,Music,2005,21,0.930157220347453,0.0,22.47
223,Thairath Online,0.05092592592592593,0.01095318719878114,230046,News & Politics,2010,16,2.6893181423425824e-05,0.76731975937419,13.62
224,Tarang TV,0.014146090534979422,0.010939985437591802,44772,Entertainment,2012,14,0.0002773357400173516,0.17064151633907196,3.39
225,Post Malone,0.09079218106995884,0.010732172923557472,64,Music,2011,15,0.21683442140192266,0.00018959321327457468,7.84
226,ZutiGang,0.037208504801097386,0.01052767353338619,1135,People & Blogs,2021,5,0.012157295968708999,0.01207703685631071,2.04
227,Adele,0.11093964334705075,0.010483632643794948,15,Music,2008,18,0.9217989024266865,6.353659962284676e-06,22.63
228,Turma da Mônica,0.06378600823045268,0.010459761709906222,1135,Film & Animation,2012,14,0.012144761015897367,0.004288720474542156,2.85
229,TRANS7 OFFICIAL,0.08907750342935529,0.010441491992712416,84587,Entertainment,2014,12,0.00012972431977560628,0.376167802701068,9.08
230,KarolGVEVO,0.0,0.010357566225302019,66,Music,2016,10,0.20907359915147566,0.0003141249485353543,4.5
231,RomeoSantosVEVO,0.021862139917695474,0.00998669831459361,209,Music,2011,15,0.06562847781965499,0.0007055104022120904,2.39
232,Zhong,0.08564814814814815,0.009842954671824895,1315,Entertainment,2015,11,0.010379490770285535,0.006342107853262339,3.6
233,7clouds,0.06378600823045268,0.009836467531343672,2227,Music,2013,13,0.0061144992869893704,0.009104696977339134,2.79
234,Boram Tube Vlog [보람튜브 브이로그],0.11265432098765432,0.009702044590784699,223,Entertainment,2012,14,0.06123877763558396,0.0008119977431799815,5.47
235,CNN,0.047496570644718794,0.009673032524786108,158144,News & Politics,2005,21,5.2720332546760254e-05,0.40187915847044536,7.98
236,Anuel AA,0.08607681755829905,0.009656909165294568,138,Music,2016,10,0.09891051695951461,0.0006983943030543315,5.29
237,And TV,0.056498628257887526,0.0096366624110037,29039,Entertainment,2015,11,0.0004364173935517178,0.14085578947806185,4.39
238,ChrisBrownVEVO,0.03506515775034294,0.009408618524823394,297,Music,2009,17,0.04576527503824098,0.0008942963269267511,2.44
239,ImagineDragonsVEVO,0.02550582990397805,0.009083636400621771,194,Music,2012,14,0.06973025644543432,0.0007014440598362282,2.57
240,One Direction,0.14651920438957475,0.008941295029283668,157,Music,2010,16,0.08598149509140873,0.00048557846261760624,7.12
241,ViralHog,0.023705418381344306,0.008817611541493305,37537,People & Blogs,2014,12,0.0003254295443700523,0.16691001184322218,3.6
242,mujjuu___14,0.07364540466392318,0.008722167024313547,769,People & Blogs,2020,6,0.01746761990387051,0.006802228355621972,3.29
243,Gusttavo Lima Oficial,0.06850137174211249,0.008412100388256148,352,Music,2010,16,0.03801611093444481,0.0011360344012564998,3.43
244,Fueled By Ramen,0.0470679012345679,0.008144059434546456,1203,Music,2006,20,0.011053107731245876,0.0031721282727702467,2.16
245,REACT,0.06978737997256516,0.008134362564543342,4089,Entertainment,2007,19,0.003227626946209783,0.01144782387815098,2.92
246,Wiz Khalifa,0.10022290809327847,0.00811612911118268,625,Music,2008,18,0.021296771796074282,0.001815028862559322,4.2
247,SSundee,0.0775034293552812,0.008113399694619543,3219,Gaming,2009,17,0.004107686685262029,0.010067785329414096,3.19
248,Yoeslan,0.04878257887517147,0.00790619841973051,445,Entertainment,2020,6,0.02982597424050111,0.003920208196729644,2.6
249,SportsNation,0.02486282578875171,0.0077721880668134916,3337,Sports,2009,17,0.003939823687174099,0.010438241079685658,1.34
250,Rotten Tomatoes Trailers,0.05135459533607682,0.0077690442343027535,10037,Film & Animation,2011,15,0.001287350022900001,0.03567402166343901,2.59
251,LadyGagaVEVO,0.0225480109739369,0.007761281102243368,204,Music,2009,17,0.06495248441135215,0.0006023269644245872,2.33
252,Billie Eilish,0.18724279835390947,0.00774030445908367,51,Music,2013,13,0.25982469679206055,0.00017125557313727306,11.98
253,GMA Public Affairs,0.07235939643347052,0.007712759864332959,42560,Entertainment,2009,17,0.00027761289505410575,0.13357710457885102,4.77
255,Sia,0.07964677640603567,0.007494841705280274,169,Music,2007,19,0.07808086762373347,0.00043659676035573007,4.58
256,RCTI - LAYAR DRAMA INDONESIA,0.05306927297668039,0.0074053954689035015,66131,Entertainment,2015,11,0.0001656989905285898,0.3208219371777828,6.9
257,ETV Jabardasth,0.04235253772290809,0.007389905444240487,8662,People & Blogs,2015,11,0.0014878737272141095,0.04198891274784473,2.36
258,Jimmy Kimmel Live,0.06550068587105624,0.007387425896116344,6419,Entertainment,2006,20,0.002019458107791967,0.017091218225346528,2.81
259,Junya.じゅんや,0.07621742112482853,0.007343751628125235,4311,Entertainment,2020,6,0.003021264028232271,0.038308757376599216,3.52
260,rezendeevil,0.11994170096021947,0.007324255156843325,11800,Gaming,2012,14,0.001082088177651011,0.04494579057320179,5.11
261,Sony AATH,0.06292866941015089,0.006682420574340937,16954,Film & Animation,2013,13,0.0007349763518104112,0.06956553868675128,3.46
262,BabyBus - Canciones Infantiles & Videos para Niños,0.07964677640603567,0.006278798158351084,1122,Education,2018,8,0.011505214906350987,0.0074471248417938675,3.32
263,Kids TV - Nursery Rhymes And Baby Songs,0.07578875171467764,0.006061036253612567,3634,Film & Animation,2013,13,0.0035164344108668697,0.014881053620589143,3.13
264,Linkin Park,0.06978737997256516,0.006039708619647172,598,Music,2006,20,0.02153242722947089,0.0015576632763537107,3.08
265,Wave Music Bhojpuri,0.08050411522633745,0.005965958323904563,22118,Music,2014,12,0.0005487370972076443,0.098333053772295,4.48
266,Beam Copphone,0.016675240054869683,0.005559902974271461,2737,Entertainment,2012,14,0.004641547187070202,0.010395858430290185,1.0
267,DisneyChannelUK,0.037208504801097386,0.0052518882822125065,4382,Music,2007,19,0.002871758610526756,0.012270856925475982,1.7
268,Shawn Mendes,0.11179698216735254,0.004868914350457637,133,Music,2011,15,0.09508841883937762,0.00043509863421725453,5.97
269,Alan Walker,0.16795267489711935,0.0048197780022694175,366,Music,2012,14,0.03450444626001881,0.0013571417679440064,6.73
270,ABC News,0.04449588477366255,0.0048081567503720155,77308,News & Politics,2006,20,0.0001298405898110591,0.20626115067323383,4.8
271,Selena Gomez,0.12337105624142661,0.004797173143229,188,Film & Animation,2008,18,0.06718021272810543,0.0005193058075840675,5.81
272,Masha y el Oso,0.09679355281207133,0.004775087722888267,963,Film & Animation,2016,10,0.013083261398580012,0.005101480656917611,3.87
273,Geet MP3,0.12894375857338822,0.0045755986068970605,630,Music,2016,10,0.01995014533347225,0.003324234892267342,5.1
274,YoungBoy Never Broke Again,0.036351165980795616,0.004541193648662699,590,Entertainment,2015,11,0.021292761996916598,0.0028244906559610965,1.88
275,XO TEAM,0.037208504801097386,0.0037734299363576113,2786,People & Blogs,2021,5,0.004424985444851767,0.02970005642050047,1.95
276,Atlantic Records,0.04235253772290809,0.003459519129215445,1544,Music,2006,20,0.00796893137337826,0.004082099452568658,1.81
277,AMARINTV : อมรินทร์ทีวี,0.05564128943758574,0.0033660384804565444,104717,Entertainment,2014,12,8.416502355205482e-05,0.46569722522962126,9.04
278,Pitbull,0.05306927297668039,0.003335914360953207,335,Music,2006,20,0.03677256288681029,0.0008558379969197458,2.71
279,CKN,0.06378600823045268,0.0031339971916759593,474,Entertainment,2015,11,0.025889940402504336,0.0022616719043928976,2.88
280,Indosiar,0.08436213991769548,0.0030864148594119123,65623,Music,2013,13,0.0001534542189892907,0.269373286711154,7.09
281,AdeleVEVO,0.04878257887517147,0.0030778137880574444,52,Music,2009,17,0.2360434329061168,0.0001251297267866417,6.52
282,Topper Guild,0.04406721536351166,0.002972365172392938,644,Comedy,2014,12,0.01899417944571952,0.0028261079512242235,2.05
283,東海オンエア,0.01333161865569273,0.0027807241291039203,2657,Comedy,2013,13,0.0045631850161044415,0.01087003696070623,0.8
284,Like Nastya AE,0.08521947873799726,0.0027644083684766063,615,Entertainment,2018,8,0.019820587507428815,0.004064753960871621,3.52
285,Kaji Family,0.02271947873799726,0.0027240472584769276,977,Entertainment,2016,10,0.012455504095890163,0.005176199698074079,1.2
286,As/Is,0.028635116598079564,0.0025428250806549466,4824,People & Blogs,2013,13,0.0024879025595663513,0.019766529388512036,1.42
287,OneDirectionVEVO,0.0779320987654321,0.002465648584001355,266,Music,2010,16,0.045634638104234806,0.0008491666539593468,3.73
288,NichLmao,0.07836076817558299,0.0022164882941018774,751,People & Blogs,2018,8,0.016072303101913828,0.004972056603485872,3.21
289,ABP NEWS,0.13623113854595337,0.0022081098713718703,262326,People & Blogs,2012,14,1.2460296738469631e-05,0.9999999999999999,19.83
290,GMMTV OFFICIAL​​,0.051783264746227714,0.0021987742745654265,22174,Entertainment,2010,16,0.0005116748369632944,0.07392705744216899,3.0
291,michaeljacksonVEVO,0.018689986282578872,0.0020406480240553262,138,Music,2009,17,0.08734843847187194,0.000395122900713374,2.47
292,ItsFunneh,0.02623456790123457,0.0019696222693941084,2519,Gaming,2011,15,0.004747559976036129,0.008924604929423544,1.21
293,NBA,0.06935871056241427,0.0018249773596980406,45177,Sports,2005,21,0.0002322797952091661,0.11477759648668019,4.21
294,ChainsmokersVEVO,0.031635802469135804,0.0016915820097982218,246,Music,2012,14,0.04868830764105181,0.0008996782506595101,2.15
295,eltrece,0.035922496570644724,0.0015709067137412089,159305,Entertainment,2014,12,4.143619514936486e-05,0.7084807382444583,11.93
296,Jake Fellman,0.04835390946502058,0.0011260529873939468,440,Entertainment,2012,14,0.026937094951212714,0.001639244270269446,2.29
297,DisneyJuniorUK,0.03249314128943759,0.0009716753972814005,2789,Entertainment,2010,16,0.004209736686018534,0.009265065798502569,1.39
298,JTBC Entertainment,0.01654663923182442,0.0006078207110355241,76838,Entertainment,2012,14,0.00011938857870549167,0.2928833925494442,4.99
299,Mnet TV,0.022805212620027434,0.0002652556592503755,21617,Entertainment,2013,13,0.0005069877576292599,0.0887092139017298,2.15
300,GMA News,0.039351851851851846,0.0,345736,News & Politics,2007,19,0.0,0.9711296379376904,15.94
